strd_yymm,ovd_info_strd_yymm,deto_id,loan_tpbuz_ctgo_nm,inst_id,ovd_typ_nm,ovd_rson_nm,reg_rson_nm,ovd_reg_yymm,ovd_amt
202010,201801,X0010254691714933659,21,Y1605029911648266013,1,101,0,201801,5700
202010,201802,X0010254691714933659,21,Y1605029911648266013,1,101,0,201801,5700
202010,201612,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201612,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201701,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201701,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201702,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201702,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201703,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201703,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201704,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201704,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201705,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201705,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201706,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201706,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201706,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201707,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201707,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201707,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201708,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201708,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201708,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201709,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201709,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201709,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201710,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201710,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201710,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201711,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201711,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201711,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201712,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201712,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201712,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201801,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201801,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201801,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201802,X0214807498644962070,1,X3032578545057756902,1,101,0,201802,270000
202010,201802,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201802,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201802,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201803,X0214807498644962070,1,X3032578545057756902,1,101,0,201802,270000
202010,201803,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201803,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201803,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201804,X0214807498644962070,1,X3032578545057756902,1,101,0,201802,270000
202010,201804,X0214807498644962070,5,Y4755574378503849999,1,104,7,201611,900
202010,201804,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201804,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201805,X0214807498644962070,1,X3032578545057756902,1,101,0,201802,270000
202010,201805,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201805,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201806,X0214807498644962070,1,X3032578545057756902,1,101,0,201802,270000
202010,201806,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201806,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201807,X0214807498644962070,1,X3032578545057756902,1,101,0,201802,270000
202010,201807,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201807,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201808,X0214807498644962070,1,X3032578545057756902,1,101,0,201802,270000
202010,201808,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201808,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201809,X0214807498644962070,1,X3032578545057756902,1,101,0,201802,270000
202010,201809,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201809,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201810,X0214807498644962070,1,X3032578545057756902,1,101,0,201802,270000
202010,201810,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201810,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201811,X0214807498644962070,1,X3032578545057756902,1,101,0,201802,270000
202010,201811,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201811,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201812,X0214807498644962070,1,X3032578545057756902,1,101,0,201802,270000
202010,201812,X0214807498644962070,98,Y4768932821498392758,1,202,0,201706,12000
202010,201812,X0214807498644962070,98,Y9036878020951295900,1,101,0,201404,10000
202010,201808,X0298465323177514236,5,Y8095266831724228828,1,104,7,201808,880
202010,201809,X0298465323177514236,5,Y8095266831724228828,1,104,7,201808,880
202010,201810,X0298465323177514236,5,Y8095266831724228828,1,104,7,201808,880
202010,201811,X0298465323177514236,5,Y8095266831724228828,1,104,7,201808,880
202010,201812,X0298465323177514236,5,Y8095266831724228828,1,104,7,201808,880
202010,201612,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201701,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201702,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201703,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201704,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201705,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201706,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201707,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201708,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201709,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201710,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201711,X0301386901660578111,1,Y6347148541722377879,1,101,7,201102,8000
202010,201612,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201701,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201702,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201703,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201704,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201705,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201706,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201707,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201708,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201709,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201710,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201711,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201712,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201801,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201802,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201803,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201804,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201805,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201806,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201807,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201808,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201809,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201810,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201811,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201812,X0342060941186493169,1,X0945035270612736741,1,9997,0,200811,95000
202010,201612,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201612,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201701,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201701,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201702,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201702,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201703,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201703,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201704,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201704,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201705,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201705,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201706,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201706,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201707,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201707,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201708,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201708,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201709,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201709,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201710,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201710,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201711,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201711,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201712,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201712,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201801,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201801,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201802,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201802,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201803,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201803,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201804,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201804,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201805,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201805,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201806,X0392110483605601454,1,X4067398789839021726,1,104,7,201508,9500
202010,201806,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201807,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201808,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201808,X0392110483605601454,5,Y2517019704745725582,1,104,0,201808,910
202010,201809,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201810,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201811,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201811,X0392110483605601454,5,Y2517019704745725582,1,103,0,201811,4500
202010,201812,X0392110483605601454,5,X4893627949415427320,1,104,7,201608,4300
202010,201812,X0392110483605601454,5,Y2517019704745725582,1,103,0,201811,4500
202010,201612,X0455965488226319910,1,X8850496104700440151,1,101,7,201609,80000
202010,201701,X0455965488226319910,1,X8850496104700440151,1,101,7,201609,80000
202010,201702,X0455965488226319910,1,X8850496104700440151,1,101,7,201609,80000
202010,201703,X0455965488226319910,1,X8850496104700440151,1,101,7,201609,80000
202010,201704,X0455965488226319910,1,X8850496104700440151,1,101,7,201609,80000
202010,201712,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201801,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201802,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201803,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201804,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201805,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201806,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201807,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201808,X0455965488226319910,5,X8831649098422122603,1,103,0,201808,8500
202010,201808,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201809,X0455965488226319910,5,X8831649098422122603,1,103,0,201808,8500
202010,201809,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201810,X0455965488226319910,5,X8831649098422122603,1,103,0,201808,8500
202010,201810,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201810,X0455965488226319910,5,Y1149843444719871169,1,104,0,201810,6000
202010,201811,X0455965488226319910,5,X8831649098422122603,1,103,0,201808,8500
202010,201811,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201811,X0455965488226319910,5,Y1149843444719871169,1,104,0,201810,6000
202010,201812,X0455965488226319910,5,X8831649098422122603,1,103,0,201808,8500
202010,201812,X0455965488226319910,5,Y1149843444719871169,1,104,0,201810,6000
202010,201812,X0455965488226319910,5,Y1149843444719871169,1,104,7,201712,900
202010,201612,X0456268139651732219,5,X7109382358008402523,1,104,7,201011,1300
202010,201701,X0456268139651732219,5,X7109382358008402523,1,104,7,201011,1300
202010,201702,X0456268139651732219,5,X7109382358008402523,1,104,7,201011,1300
202010,201703,X0456268139651732219,5,X7109382358008402523,1,104,7,201011,1300
202010,201704,X0456268139651732219,5,X7109382358008402523,1,104,7,201011,1300
202010,201705,X0456268139651732219,5,X7109382358008402523,1,104,7,201011,1300
202010,201706,X0456268139651732219,5,X7109382358008402523,1,104,7,201011,1300
202010,201707,X0456268139651732219,5,X7109382358008402523,1,104,7,201011,1300
202010,201708,X0456268139651732219,5,X7109382358008402523,1,104,7,201011,1300
202010,201709,X0456268139651732219,5,X7109382358008402523,1,104,7,201011,1300
202010,201710,X0456268139651732219,5,X7109382358008402523,1,104,7,201011,1300
202010,201612,X0472554518406992051,5,X7848647136941658321,1,104,7,201211,6500
202010,201612,X0472554518406992051,98,X8022024132296523721,1,201,0,201605,760
202010,201701,X0472554518406992051,5,X7848647136941658321,1,104,7,201211,6500
202010,201701,X0472554518406992051,98,X8022024132296523721,1,201,0,201605,760
202010,201702,X0472554518406992051,5,X7848647136941658321,1,104,7,201211,6500
202010,201702,X0472554518406992051,98,X8022024132296523721,1,201,0,201605,760
202010,201703,X0472554518406992051,5,X7848647136941658321,1,104,7,201211,6500
202010,201704,X0472554518406992051,5,X7848647136941658321,1,104,7,201211,6500
202010,201705,X0472554518406992051,5,X7848647136941658321,1,104,7,201211,6500
202010,201706,X0472554518406992051,5,X7848647136941658321,1,104,7,201211,6500
202010,201707,X0472554518406992051,5,X7848647136941658321,1,104,7,201211,6500
202010,201612,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201612,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201612,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201612,X0474444465014724107,17,X2808471037456008197,1,101,7,201511,5000
202010,201612,X0474444465014724107,1,X5737235963254491634,1,101,7,201311,1500
202010,201612,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201701,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201701,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201701,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201701,X0474444465014724107,17,X2808471037456008197,1,101,7,201511,5000
202010,201701,X0474444465014724107,1,X5737235963254491634,1,101,7,201311,1500
202010,201701,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201702,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201702,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201702,X0474444465014724107,17,X2808471037456008197,1,101,7,201511,5000
202010,201702,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201702,X0474444465014724107,1,X5737235963254491634,1,101,7,201311,1500
202010,201702,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201703,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201703,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201703,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201703,X0474444465014724107,17,X2808471037456008197,1,101,7,201511,5000
202010,201703,X0474444465014724107,1,X5737235963254491634,1,101,7,201311,1500
202010,201703,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201704,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201704,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201704,X0474444465014724107,17,X2808471037456008197,1,101,7,201511,5000
202010,201704,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201704,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201705,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201705,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201705,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201705,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201706,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201706,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201706,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201706,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201707,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201707,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201707,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201707,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201708,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201708,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201708,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201708,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201709,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201709,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201709,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201709,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201710,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201710,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201710,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201710,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201711,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201711,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201711,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201711,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201712,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201712,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201712,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201712,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201801,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201801,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201801,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201801,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201802,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201802,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201802,X0474444465014724107,17,X2808471037456008197,1,101,7,201609,2800
202010,201802,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201803,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201803,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201803,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201804,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201804,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201804,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201805,X0474444465014724107,17,X1839659711069271896,1,101,7,201305,1600
202010,201805,X0474444465014724107,5,X2304039654898493228,1,104,7,201201,4400
202010,201805,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201806,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201807,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201808,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201809,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201810,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201811,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201812,X0474444465014724107,5,Y3307984968389331286,1,104,7,201508,1600
202010,201612,X0514353563147030638,98,X0375208147442894564,1,201,0,201404,760
202010,201701,X0514353563147030638,98,X0375208147442894564,1,201,0,201404,760
202010,201612,X0613099534023310630,98,X8140298757125374082,1,202,0,201411,3100
202010,201612,X0613099534023310630,98,Y3992279110802959324,1,202,0,201604,7300
202010,201612,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201701,X0613099534023310630,98,X8140298757125374082,1,202,0,201411,3100
202010,201701,X0613099534023310630,98,Y3992279110802959324,1,202,0,201604,7300
202010,201701,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201702,X0613099534023310630,98,X8140298757125374082,1,202,0,201411,3100
202010,201702,X0613099534023310630,98,Y3992279110802959324,1,202,0,201604,7300
202010,201702,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201703,X0613099534023310630,98,X8140298757125374082,1,202,0,201411,3100
202010,201703,X0613099534023310630,98,Y3992279110802959324,1,202,0,201604,7300
202010,201703,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201704,X0613099534023310630,98,X8140298757125374082,1,202,0,201411,3100
202010,201704,X0613099534023310630,98,Y3992279110802959324,1,202,0,201604,7300
202010,201704,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201705,X0613099534023310630,98,X8140298757125374082,1,202,0,201411,3100
202010,201705,X0613099534023310630,98,Y3992279110802959324,1,202,0,201604,7300
202010,201705,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201706,X0613099534023310630,98,X8140298757125374082,1,202,0,201411,3100
202010,201706,X0613099534023310630,98,Y3992279110802959324,1,202,0,201604,7300
202010,201706,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201707,X0613099534023310630,98,X8140298757125374082,1,202,0,201411,3100
202010,201707,X0613099534023310630,98,Y3992279110802959324,1,202,0,201604,7300
202010,201707,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201708,X0613099534023310630,98,X8140298757125374082,1,202,0,201411,3100
202010,201708,X0613099534023310630,98,Y3992279110802959324,1,202,0,201604,7300
202010,201708,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201709,X0613099534023310630,98,X8140298757125374082,1,202,0,201411,3100
202010,201709,X0613099534023310630,98,Y3992279110802959324,1,202,0,201604,7300
202010,201709,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201710,X0613099534023310630,98,X8140298757125374082,1,202,0,201411,3100
202010,201710,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201711,X0613099534023310630,98,Y6313166589429173854,1,202,7,201301,10000
202010,201612,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201612,X0764410479830242880,5,X7590123118185189965,1,104,7,201602,830
202010,201701,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201701,X0764410479830242880,5,X7590123118185189965,1,104,7,201602,830
202010,201702,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201702,X0764410479830242880,5,X7590123118185189965,1,104,7,201602,830
202010,201703,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201704,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201704,X0764410479830242880,98,X6015506227454789969,1,201,0,201704,780
202010,201705,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201705,X0764410479830242880,98,X6015506227454789969,1,201,0,201704,780
202010,201706,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201706,X0764410479830242880,98,X6015506227454789969,1,201,0,201704,780
202010,201707,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201707,X0764410479830242880,98,X6015506227454789969,1,201,0,201704,780
202010,201708,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201708,X0764410479830242880,98,X6015506227454789969,1,201,0,201704,780
202010,201709,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201709,X0764410479830242880,98,X6015506227454789969,1,201,0,201704,780
202010,201710,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201710,X0764410479830242880,98,X6015506227454789969,1,201,0,201704,780
202010,201711,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201711,X0764410479830242880,98,X6015506227454789969,1,201,0,201704,780
202010,201712,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201712,X0764410479830242880,98,X6015506227454789969,1,201,0,201704,780
202010,201801,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201801,X0764410479830242880,98,X6015506227454789969,1,201,0,201704,780
202010,201802,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201803,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201804,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201805,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
202010,201806,X0764410479830242880,98,X1519707582874098427,1,199,0,201307,860
